LEMMA,FREQUENCY,f/M,LOG F/M,,
τεπελένι,1,0.74,0.87,Loading...,
τερατούργημα,1,0.74,0.87,Loading...,
τερατώδης,1,0.74,0.87,Loading...,
τέρτιος,1,0.74,0.87,Loading...,
τέρψη,1,0.74,0.87,Loading...,
τερψιθέα,1,0.74,0.87,Loading...,
τεσσαρακοστή,1,0.74,0.87,Loading...,
τεσσεράμισι,1,0.74,0.87,Loading...,
τεσσερισήμισι,1,0.74,0.87,Loading...,
τεταμένος,1,0.74,0.87,Loading...,
τετραγωνίδιο,1,0.74,0.87,Loading...,
τετράδραχμο,1,0.74,0.87,Loading...,
τετράεδρο,1,0.74,0.87,Loading...,
τετραετής,1,0.74,0.87,Loading...,
τετράκις,1,0.74,0.87,Loading...,
τετραπλός,1,0.74,0.87,Loading...,
τετράρχης,1,0.74,0.87,тетрарх,
τετράστρατο,1,0.74,0.87,четырехрукий,
τετράχορδος,1,0.74,0.87,Loading...,
τεύτλο,1,0.74,0.87,свекла,
τεχεράνη,1,0.74,0.87,Loading...,
τεχνηέντως,1,0.74,0.87,Loading...,
τεχνίτισσα,1,0.74,0.87,Loading...,
τεχνοκριτικός,1,0.74,0.87,Loading...,
τεχνολογώ,1,0.74,0.87,разбор,
τεχνουργός,1,0.74,0.87,Loading...,
τζoν,1,0.74,0.87,Loading...,
τζάµι,1,0.74,0.87,мечеть,
τζαμαϊκανός,1,0.74,0.87,ямайский,
τζαμένιος,1,0.74,0.87,Loading...,
τζάμπολ,1,0.74,0.87,Loading...,
τζαναμπέτης,1,0.74,0.87,Loading...,
τζένη,1,0.74,0.87,Loading...,
τζην,1,0.74,0.87,Loading...,
τζιβαέρι,1,0.74,0.87,циваери,
τζίβας,1,0.74,0.87,Loading...,
τζιζ,1,0.74,0.87,Loading...,
τζιμάνι,1,0.74,0.87,Loading...,
τζίντζιρας,1,0.74,0.87,Loading...,
τζιντζιρίζω,1,0.74,0.87,Loading...,
τζιοκόντα,1,0.74,0.87,Loading...,
τζιτζικιά,1,0.74,0.87,Loading...,
τζουράς,1,0.74,0.87,Loading...,
τζουτζουκάκι,1,0.74,0.87,Loading...,
τηλεβόλο,1,0.74,0.87,Loading...,
τηλεγραφείο,1,0.74,0.87,Loading...,
τηλεγραφικός,1,0.74,0.87,Loading...,
τηλέγραφος,1,0.74,0.87,Loading...,
τηλεϊατρική,1,0.74,0.87,Loading...,
τηλεπαθόμετρο,1,0.74,0.87,телепатометр,
τηλεπαρουσιαστής,1,0.74,0.87,Loading...,
τηλεπεριοδικό,1,0.74,0.87,Loading...,
τηλεπικοινωνιακός,1,0.74,0.87,Loading...,
τηλεσκοπώ,1,0.74,0.87,Loading...,
τηλεταινία,1,0.74,0.87,Loading...,
τηλέτυπο,1,0.74,0.87,Loading...,
τηλέφασσα,1,0.74,0.87,Loading...,
τηλεφωνήτρια,1,0.74,0.87,Loading...,
τιµαρέτη,1,0.74,0.87,Loading...,
τιβέριος,1,0.74,0.87,Loading...,
τίγκα,1,0.74,0.87,Loading...,
τίλιο,1,0.74,0.87,Loading...,
τιμ,1,0.74,0.87,Loading...,
τιμάριθμος,1,0.74,0.87,Loading...,
τιμητήριο,1,0.74,0.87,Loading...,
τίμι,1,0.74,0.87,Loading...,
τιμοθέα,1,0.74,0.87,Loading...,
τίρανα,1,0.74,0.87,Loading...,
τιράντα,1,0.74,0.87,Loading...,
τιρμπουσόν,1,0.74,0.87,Loading...,
τιτάνιος,1,0.74,0.87,Loading...,
τιτιβίζω,1,0.74,0.87,Loading...,
τιτικάκα,1,0.74,0.87,Loading...,
τμηματάρχης,1,0.74,0.87,Loading...,
τόµος,1,0.74,0.87,Loading...,
τόγκο,1,0.74,0.87,Loading...,
τοιούτος,1,0.74,0.87,Loading...,
τοιχοκόλληση,1,0.74,0.87,Loading...,
τοιχοκολλώ,1,0.74,0.87,Loading...,
τοιχοποιία,1,0.74,0.87,Loading...,
τοκίζω,1,0.74,0.87,Loading...,
τοκισμός,1,0.74,0.87,Loading...,
τοκιστής,1,0.74,0.87,Loading...,
τοκογλύφος,1,0.74,0.87,Loading...,
τολέδος,1,0.74,0.87,Loading...,
τόλμημα,1,0.74,0.87,Loading...,
τομάρι,1,0.74,0.87,шкура,
τομογράφος,1,0.74,0.87,Loading...,
τόμπολα,1,0.74,0.87,Loading...,
τονικότητα,1,0.74,0.87,тоничность,
τόννος,1,0.74,0.87,Loading...,
τοξικολογία,1,0.74,0.87,токсикология,
τοξικομανής,1,0.74,0.87,Loading...,
τοξικότητα,1,0.74,0.87,Loading...,
τοξίνη,1,0.74,0.87,Loading...,
τοξωτός,1,0.74,0.87,Loading...,
τοπικιστής,1,0.74,0.87,Loading...,
τορά,1,0.74,0.87,Loading...,
τορβάς,1,0.74,0.87,Loading...,
τορναδόρος,1,0.74,0.87,Loading...,
τορνάρισμα,1,0.74,0.87,Loading...,
τορόντο,1,0.74,0.87,Loading...,
τορπίλη,1,0.74,0.87,Loading...,
τοσκάνη,1,0.74,0.87,Loading...,
τοσοδά,1,0.74,0.87,Loading...,
τοσοδούλης,1,0.74,0.87,тосодулис,
τούδε,1,0.74,0.87,Loading...,
τούλι,1,0.74,0.87,Loading...,
τουναντίον,1,0.74,0.87,Loading...,
τούνδρα,1,0.74,0.87,Loading...,
τουρκάλα,1,0.74,0.87,Loading...,
τουρκεύω,1,0.74,0.87,Loading...,
τουρκομαθής,1,0.74,0.87,говорящий по-турецки,
τουρκουάζ,1,0.74,0.87,Loading...,
τουρμπίνα,1,0.74,0.87,Loading...,
τουφεκιά,1,0.74,0.87,Loading...,
τουφεκίζω,1,0.74,0.87,Loading...,
τραβηξιά,1,0.74,0.87,Loading...,
τραβολογάω,1,0.74,0.87,Loading...,
τραγιάσκα,1,0.74,0.87,Loading...,
τραγικότητα,1,0.74,0.87,Loading...,
τραγίσιος,1,0.74,0.87,Loading...,
τραγόμορφος,1,0.74,0.87,Loading...,
τραγόπουλο,1,0.74,0.87,Loading...,
τραγωδοποιός,1,0.74,0.87,Loading...,
τραϊανός,1,0.74,0.87,Loading...,
τράκα,1,0.74,0.87,Loading...,
τρακάρισμα,1,0.74,0.87,Loading...,
τραλαλά,1,0.74,0.87,Loading...,
τραμουντάνα,1,0.74,0.87,Loading...,
τραμπούκος,1,0.74,0.87,Loading...,
τρανεύω,1,0.74,0.87,Loading...,
τρανζίστορ,1,0.74,0.87,Loading...,
τρανταχτός,1,0.74,0.87,Loading...,
τραπεζούντιος,1,0.74,0.87,Loading...,
τρατίκη,1,0.74,0.87,Loading...,
τραχανάς,1,0.74,0.87,Loading...,
τραχύνω,1,0.74,0.87,Loading...,
τραχύτητα,1,0.74,0.87,Loading...,
τρεκλίζω,1,0.74,0.87,Loading...,
τρελαντώνης,1,0.74,0.87,сумасшедший,
τρελοβάπορο,1,0.74,0.87,Loading...,
τρελοκάτσικο,1,0.74,0.87,Loading...,
τρελόπαιδο,1,0.74,0.87,Loading...,
τρελοπεταλουδίτσα,1,0.74,0.87,Loading...,
τρεμούλα,1,0.74,0.87,Loading...,
τρεμούλιασμα,1,0.74,0.87,дрожащий,
τρεχαλάω,1,0.74,0.87,Loading...,
τρεχάτος,1,0.74,0.87,Loading...,
τρέχων,1,0.74,0.87,текущий,
τρίαθλο,1,0.74,0.87,триатлон,
τριακονταετής,1,0.74,0.87,Loading...,
τριανδρία,1,0.74,0.87,Loading...,
τριαντάρης,1,0.74,0.87,Loading...,
τριανταφυλλοδημήτρης,1,0.74,0.87,Loading...,
τριάρι,1,0.74,0.87,Loading...,
τρίγωνος,1,0.74,0.87,Loading...,
τριζοβολώ,1,0.74,0.87,Loading...,
τριήμερος,1,0.74,0.87,Loading...,
τρικλοποδιά,1,0.74,0.87,Loading...,
τρίκυκλο,1,0.74,0.87,Loading...,
τρικυμισμένος,1,0.74,0.87,Loading...,
τριμελής,1,0.74,0.87,Loading...,
τρίμηνος,1,0.74,0.87,ежеквартальный,
τριπτόλεμος,1,0.74,0.87,Loading...,
τρισαγαπημένος,1,0.74,0.87,Loading...,
τρισάγιος,1,0.74,0.87,Святая Троица,
τρισαλί,1,0.74,0.87,Loading...,
τρισέλιδος,1,0.74,0.87,разворот на три страницы,
τρισένδοξος,1,0.74,0.87,Loading...,
τρισμακάριστο,1,0.74,0.87,Loading...,
τρίστηλος,1,0.74,0.87,Loading...,
τρίστιχος,1,0.74,0.87,Loading...,
τρίστρατο,1,0.74,0.87,трирема,
τρισχαριτωμένος,1,0.74,0.87,Loading...,
τρισχιλιοστός,1,0.74,0.87,Loading...,
τρισχιλιόχρονος,1,0.74,0.87,Loading...,
τριτάξιος,1,0.74,0.87,Loading...,
τριτώνω,1,0.74,0.87,Loading...,
τριχίτσα,1,0.74,0.87,Loading...,
τρίχορδος,1,0.74,0.87,Loading...,
τριχοφυΐα,1,0.74,0.87,Loading...,
τρίχρονος,1,0.74,0.87,Loading...,
τριχρωμία,1,0.74,0.87,Loading...,
τρίχρωμος,1,0.74,0.87,Loading...,
τροβαδούρος,1,0.74,0.87,Loading...,
τροιζήνιος,1,0.74,0.87,Loading...,
τρόμαγμα,1,0.74,0.87,страх,
τροπή,1,0.74,0.87,Loading...,
τρουφόσκονη,1,0.74,0.87,Loading...,
τρουφοσυνταγή,1,0.74,0.87,Loading...,
τροφοδοσία,1,0.74,0.87,Loading...,
τροχαϊκός,1,0.74,0.87,Loading...,
τροχόσπιτο,1,0.74,0.87,Loading...,
τρύγημα,1,0.74,0.87,Loading...,
τρυγητής,1,0.74,0.87,Loading...,
τρυπητός,1,0.74,0.87,Loading...,
τρυπίτσα,1,0.74,0.87,Loading...,
τρυποκάρυδο,1,0.74,0.87,Loading...,
τρυπούλα,1,0.74,0.87,Loading...,
τρυφεράδα,1,0.74,0.87,Loading...,
τρωαδίτισσα,1,0.74,0.87,Loading...,
τρωγλοδύτης,1,0.74,0.87,Loading...,
τσα,1,0.74,0.87,Loading...,
τσακ,1,0.74,0.87,Loading...,
τσακάλωφ,1,0.74,0.87,Loading...,
τσάκιση,1,0.74,0.87,Loading...,
τσακώνικος,1,0.74,0.87,Loading...,
τσαλαπατάω,1,0.74,0.87,Я топчу землю,
τσαλαπετεινός,1,0.74,0.87,Loading...,
τσαμουριά,1,0.74,0.87,Loading...,
τσαμπίκας,1,0.74,0.87,Loading...,
τσαντίλα,1,0.74,0.87,раздражение,
τσαντίρι,1,0.74,0.87,Loading...,
τσάπα,1,0.74,0.87,Loading...,
τσαρικός,1,0.74,0.87,Loading...,
τσαρίνα,1,0.74,0.87,Loading...,
τσάτρα,1,0.74,0.87,Loading...,
τσατσάρα,1,0.74,0.87,Loading...,
τσαχπίνης,1,0.74,0.87,Loading...,
τσαχπίνικος,1,0.74,0.87,Loading...,
τσερνομπίλ,1,0.74,0.87,Чернобыль,
τσέχικος,1,0.74,0.87,Loading...,
τσεχοσλοβακία,1,0.74,0.87,Loading...,
τσι,1,0.74,0.87,Loading...,
τσιγαρίζω,1,0.74,0.87,Loading...,
τσιγγανόπουλο,1,0.74,0.87,цыганский мальчик,
τσιγκουνεύομαι,1,0.74,0.87,Loading...,
τσιγκούνικος,1,0.74,0.87,Loading...,
τσίκλα,1,0.74,0.87,Loading...,
τσίκνα,1,0.74,0.87,Loading...,
τσιμεντοκονίαμα,1,0.74,0.87,Loading...,
τσιμούχα,1,0.74,0.87,Loading...,
τσιμπιδάκι,1,0.74,0.87,Loading...,
τσιμπολόγημα,1,0.74,0.87,Loading...,
τσιμπούκι,1,0.74,0.87,Loading...,
τσιμπούρι,1,0.74,0.87,Loading...,
τσίου,1,0.74,0.87,Loading...,
τσίρος,1,0.74,0.87,Loading...,
τσιρότο,1,0.74,0.87,Loading...,
τσίσα,1,0.74,0.87,Loading...,
τσιφλίκι,1,0.74,0.87,Loading...,
τσόκαρο,1,0.74,0.87,Loading...,
τσοπάνης,1,0.74,0.87,Loading...,
τσοπανόπουλο,1,0.74,0.87,Loading...,
τσουβαλοδρομία,1,0.74,0.87,Loading...,
τσουγκράνα,1,0.74,0.87,Loading...,
τσούζω,1,0.74,0.87,Loading...,
τσουνάμι,1,0.74,0.87,Loading...,
τύλιγμα,1,0.74,0.87,Loading...,
τυνησία,1,0.74,0.87,Loading...,
τυνήσιος,1,0.74,0.87,Loading...,
τύνιδα,1,0.74,0.87,Loading...,
τυπικότητα,1,0.74,0.87,Loading...,
τυπολατρία,1,0.74,0.87,Loading...,
τυραννίσκος,1,0.74,0.87,Loading...,
τυραννόσαυρος,1,0.74,0.87,Loading...,
τυροκόμος,1,0.74,0.87,Loading...,
τυροπιτάδικο,1,0.74,0.87,Loading...,
τύφλωση,1,0.74,0.87,Loading...,
τύφος,1,0.74,0.87,Loading...,
υάκινθος,1,0.74,0.87,Loading...,
υαλοκαθαριστήρας,1,0.74,0.87,Loading...,
υαλουργός,1,0.74,0.87,Loading...,
υβρίζω,1,0.74,0.87,Loading...,
υβριστής,1,0.74,0.87,Loading...,
υγειονόμος,1,0.74,0.87,Loading...,
υδαταγωγός,1,0.74,0.87,Loading...,
υδραιμικός,1,0.74,0.87,Loading...,
υδρεύομαι,1,0.74,0.87,Loading...,
υδρευτικός,1,0.74,0.87,Loading...,
υδροδοτώ,1,0.74,0.87,Loading...,
υδροδυναμική,1,0.74,0.87,Loading...,
υδροπλάνο,1,0.74,0.87,Loading...,
υδροστόμιο,1,0.74,0.87,Loading...,
υδροφόρος,1,0.74,0.87,Loading...,
υδροχλωρικός,1,0.74,0.87,Loading...,
υεμένη,1,0.74,0.87,Loading...,
υμηττός,1,0.74,0.87,Loading...,
υμνητής,1,0.74,0.87,Loading...,
υμνωδία,1,0.74,0.87,Loading...,
υνί,1,0.74,0.87,Loading...,
υπαιτιότητα,1,0.74,0.87,Loading...,
υπαλληλία,1,0.74,0.87,Loading...,
υπαλληλίκι,1,0.74,0.87,Loading...,
υπαλληλικός,1,0.74,0.87,Loading...,
υπαναχώρηση,1,0.74,0.87,Loading...,
υπαρχηγός,1,0.74,0.87,Loading...,
υπάτιος,1,0.74,0.87,Loading...,
υπεραγαπάω,1,0.74,0.87,Loading...,
υπεραξία,1,0.74,0.87,Loading...,
υπεράριθμος,1,0.74,0.87,Loading...,
υπεραρκετός,1,0.74,0.87,Loading...,
υπεράφθονος,1,0.74,0.87,Loading...,
υπερβατικός,1,0.74,0.87,Loading...,
υπερβατός,1,0.74,0.87,Loading...,
υπερβόρειος,1,0.74,0.87,Loading...,
υπερεκτιμώ,1,0.74,0.87,Loading...,
υπερένταση,1,0.74,0.87,Loading...,
υπερηχητικός,1,0.74,0.87,Loading...,
υπερθέρμανση,1,0.74,0.87,Loading...,
υπερκαλύπτω,1,0.74,0.87,Loading...,
υπερκείµενο,1,0.74,0.87,Loading...,
υπερκινητικότητα,1,0.74,0.87,Loading...,
υπερνικώ,1,0.74,0.87,Loading...,
υπερόπτης,1,0.74,0.87,Loading...,
υπεροπτικός,1,0.74,0.87,Loading...,
ύπερος,1,0.74,0.87,Loading...,
υπερούσιος,1,0.74,0.87,Loading...,
υπερπήδηση,1,0.74,0.87,Loading...,
υπερπηδώ,1,0.74,0.87,Loading...,
υπερπραγματικός,1,0.74,0.87,Loading...,
υπερρεαλισμός,1,0.74,0.87,Loading...,
υπερρεαλιστής,1,0.74,0.87,сюрреалист,
υπερρεαλιστικός,1,0.74,0.87,Loading...,
υπερσύνδεσμος,1,0.74,0.87,Loading...,
υπέρτερος,1,0.74,0.87,Loading...,
υπερυψώνω,1,0.74,0.87,Loading...,
υπερφόρτωση,1,0.74,0.87,Loading...,
υπερχείλιση,1,0.74,0.87,Loading...,
υπηκοότητα,1,0.74,0.87,Loading...,
υπνοβάτης,1,0.74,0.87,Loading...,
υπνωτίζω,1,0.74,0.87,Loading...,
υποαπασχόληση,1,0.74,0.87,Loading...,
υποβάσταγμα,1,0.74,0.87,Loading...,
υποβαστάζω,1,0.74,0.87,Loading...,
υποβλητικός,1,0.74,0.87,вызывающий,
υποβολέας,1,0.74,0.87,Loading...,
υποβολείο,1,0.74,0.87,Loading...,
υπογράµµιση,1,0.74,0.87,Loading...,
υπογράμμιση,1,0.74,0.87,Loading...,
υπογραμμός,1,0.74,0.87,Loading...,
υπόδειγµα,1,0.74,0.87,Loading...,
υποδεκάμετρο,1,0.74,0.87,Loading...,
υποδηματοποιείο,1,0.74,0.87,Loading...,
υπόδηση,1,0.74,0.87,Loading...,
υποδιεύθυνση,1,0.74,0.87,Loading...,
υποδιευθυντής,1,0.74,0.87,Loading...,
υποδιευθύντρια,1,0.74,0.87,заместитель директора,
υποδιπλασιάζω,1,0.74,0.87,Loading...,
υποζύγιο,1,0.74,0.87,Loading...,
υποθήκευση,1,0.74,0.87,Loading...,
υποθηκεύω,1,0.74,0.87,Loading...,
υποθηκοφύλακας,1,0.74,0.87,Loading...,
υποθηκοφυλακείο,1,0.74,0.87,Loading...,
υποκαθίσταμαι,1,0.74,0.87,Loading...,
υποκειμενικότητα,1,0.74,0.87,Loading...,
υποκίνηση,1,0.74,0.87,Loading...,
υποκινητής,1,0.74,0.87,подстрекатель,
υποκρύπτω,1,0.74,0.87,Loading...,
υπόκωφος,1,0.74,0.87,Loading...,
υπολήπτομαι,1,0.74,0.87,Loading...,
υπόληψη,1,0.74,0.87,Loading...,
υπολογιστικός,1,0.74,0.87,Loading...,
υπόλογος,1,0.74,0.87,Loading...,
υπονόμευση,1,0.74,0.87,Loading...,
υπονομευτής,1,0.74,0.87,Loading...,
υποομάδα,1,0.74,0.87,Loading...,
υποπολλαπλάσιο,1,0.74,0.87,Loading...,
υποσιτίζω,1,0.74,0.87,Loading...,
υποσιτισμός,1,0.74,0.87,Loading...,
υποσκάπτω,1,0.74,0.87,Loading...,
υποσταθμός,1,0.74,0.87,Loading...,
υπόσταση,1,0.74,0.87,Loading...,
υποστήλη,1,0.74,0.87,Loading...,
υποστηρικτικός,1,0.74,0.87,Loading...,
υποστράτηγος,1,0.74,0.87,Loading...,
υποσύνολο,1,0.74,0.87,Loading...,
υποτίμηση,1,0.74,0.87,Loading...,
υποτιμητικός,1,0.74,0.87,Loading...,
υποτυπωδώς,1,0.74,0.87,Loading...,
υποχθόνια,1,0.74,0.87,Loading...,
υποχθονίως,1,0.74,0.87,подземный,
υποψία,1,0.74,0.87,подозрение,
υστέρημα,1,0.74,0.87,Loading...,
ύστερο,1,0.74,0.87,Loading...,
υφάλμυρος,1,0.74,0.87,Loading...,
υφαλοδείκτης,1,0.74,0.87,Loading...,
υφαλοκρηπίδα,1,0.74,0.87,Loading...,
ύφανση,1,0.74,0.87,Loading...,
υφαντουργία,1,0.74,0.87,Loading...,
υφαντουργός,1,0.74,0.87,Loading...,
υφάντρια,1,0.74,0.87,Loading...,
υφή,1,0.74,0.87,Loading...,
υφολογία,1,0.74,0.87,Loading...,
υψηλόβαθμος,1,0.74,0.87,Loading...,
υψηλόμισθος,1,0.74,0.87,высокооплачиваемый работник,
υψηλότητα,1,0.74,0.87,Loading...,
υψικάμινος,1,0.74,0.87,Loading...,
υψομετρικός,1,0.74,0.87,Loading...,
φαβορίτα,1,0.74,0.87,Loading...,
φαγάνα,1,0.74,0.87,Loading...,
φαγάς,1,0.74,0.87,едок,
φαγούρα,1,0.74,0.87,Loading...,
φαγωμάρα,1,0.74,0.87,Loading...,
φαγώνομαι,1,0.74,0.87,Loading...,
φαγώσιμος,1,0.74,0.87,съедобный,
φαίνιδνα,1,0.74,0.87,Loading...,
φαινομενοκρατία,1,0.74,0.87,Loading...,
φαλαινοθήρας,1,0.74,0.87,Loading...,
φαλάκρα,1,0.74,0.87,Loading...,
φαλακρός,1,0.74,0.87,Loading...,
φανατίζω,1,0.74,0.87,Loading...,
φαντασιώνω,1,0.74,0.87,Loading...,
φάρμα,1,0.74,0.87,Loading...,
φαρμακάδα,1,0.74,0.87,флакон с лекарством,
φαρμακολογία,1,0.74,0.87,Loading...,
φαρμακώνω,1,0.74,0.87,Loading...,
φαρσοκωμωδία,1,0.74,0.87,Loading...,
φάσκελος,1,0.74,0.87,Loading...,
φασκόμηλο,1,0.74,0.87,Loading...,
φατνίο,1,0.74,0.87,Loading...,
φαυλοκρατία,1,0.74,0.87,Loading...,
φαυλότητα,1,0.74,0.87,Loading...,
φαφούτης,1,0.74,0.87,Loading...,
φεγγαράδα,1,0.74,0.87,Loading...,
φεγγαροαχτίδα,1,0.74,0.87,Loading...,
φεγγαρολούζω,1,0.74,0.87,Loading...,
φεγγαρολούλουδο,1,0.74,0.87,Loading...,
φεγγαρόλουστος,1,0.74,0.87,Loading...,
φεγγαροπρόσωπος,1,0.74,0.87,Loading...,
φεγγαρούπολη,1,0.74,0.87,Loading...,
φεγγαρόψαρο,1,0.74,0.87,Loading...,
φεγγερός,1,0.74,0.87,Loading...,
φεγγοβολιά,1,0.74,0.87,Loading...,
φεγγοβόλος,1,0.74,0.87,Loading...,
φέγγος,1,0.74,0.87,Loading...,
φειδιππίδης,1,0.74,0.87,Loading...,
φείδομαι,1,0.74,0.87,Loading...,
φειδωλός,1,0.74,0.87,Loading...,
φέξη,1,0.74,0.87,Loading...,
φέξιμο,1,0.74,0.87,Loading...,
φεουδαρχικός,1,0.74,0.87,Loading...,
φερετζές,1,0.74,0.87,Loading...,
φέρσιμο,1,0.74,0.87,Loading...,
φευγάτος,1,0.74,0.87,Loading...,
φευγιό,1,0.74,0.87,Loading...,
φημολογία,1,0.74,0.87,слух,
φθαρτός,1,0.74,0.87,Loading...,
φθηναίνω,1,0.74,0.87,Loading...,
φθήνια,1,0.74,0.87,Loading...,
φθογγικός,1,0.74,0.87,Loading...,
φθογγολογικός,1,0.74,0.87,фонологический,
φθονερός,1,0.74,0.87,завистливый,
